,student_id,student_name_x,email_x,course,admission_date,admission_status,total_fee,paid_fee,Old_payment_status,payment_status,balance,delayed_payment,needs_reminder
1346,STU-2346,Deepa Choudhary,deepa.23@mail.com,MCA,2024-07-27 02:00:00,Waitlisted,131928,39391,Pending,PENDING,92537,1,1
1347,STU-2347,Rohit Singh,rohit.91@mail.com,BCA,2024-07-27 03:00:00,Rejected,179353,179353,Pending,PAID,0,0,0
1348,STU-2348,David Taylor,david.37@mail.com,BCA,2024-07-27 04:00:00,Admitted,109014,109014,Paid,PAID,0,0,0
1349,STU-2349,Rakesh Singh,rakesh.83@mail.com,B.Tech,2024-07-27 05:00:00,Admitted,93134,77966,Partially Paid,PENDING,15168,1,0
1350,STU-2350,Sanjay Choudhary,sanjay.66@mail.com,BCA,2024-07-27 06:00:00,Waitlisted,75417,28306,Partially Paid,PENDING,47111,1,1
1351,STU-2351,Rakesh Nair,rakesh.12@mail.com,MCA,2024-07-27 07:00:00,Admitted,119801,119801,Pending,PAID,0,0,0
1352,STU-2352,Meena Nair,meena.60@mail.com,BBA,2024-07-27 08:00:00,Rejected,128193,128193,Partially Paid,PAID,0,0,0
1353,STU-2353,Vivek Reddy,vivek.96@mail.com,MCA,2024-07-27 09:00:00,Admitted,131778,131778,Paid,PAID,0,0,0
1354,STU-2354,Arjun Patel,arjun.40@mail.com,MCA,2024-07-27 10:00:00,Waitlisted,164951,162516,Pending,PENDING,2435,1,0
1355,STU-2355,Arjun Reddy,arjun.15@mail.com,B.Tech,2024-07-27 11:00:00,Rejected,163915,27114,Partially Paid,PENDING,136801,1,1
1356,STU-2356,Amit Das,amit.42@mail.com,BBA,2024-07-27 12:00:00,Rejected,144799,144799,Paid,PAID,0,0,0
1357,STU-2357,Rohit Patel,rohit.56@mail.com,BCA,2024-07-27 13:00:00,Admitted,102231,61375,Pending,PENDING,40856,1,1
1358,STU-2358,Nisha Singh,nisha.67@mail.com,MCA,2024-07-27 14:00:00,Rejected,138338,112612,Partially Paid,PENDING,25726,1,0
1359,STU-2359,Vivek Sharma,vivek.64@mail.com,BCA,2024-07-27 15:00:00,Rejected,82718,48251,Pending,PENDING,34467,1,1
1360,STU-2360,Karthik Nair,karthik.83@mail.com,MCA,2024-07-27 16:00:00,Admitted,89773,20866,Partially Paid,PENDING,68907,1,1
1361,STU-2361,Neha Gupta,neha.72@mail.com,B.Tech,2024-07-27 17:00:00,Waitlisted,41674,41674,Paid,PAID,0,0,0
1362,STU-2362,Neha Iyer,neha.42@mail.com,MCA,2024-07-27 18:00:00,Rejected,198329,15864,Partially Paid,PENDING,182465,1,1
1363,STU-2363,Neha Gupta,neha.73@mail.com,MCA,2024-07-27 19:00:00,Rejected,195235,133379,Partially Paid,PENDING,61856,1,1
1364,STU-2364,Rajesh Patel,rajesh.80@mail.com,BBA,2024-07-27 20:00:00,Admitted,133903,133903,Partially Paid,PAID,0,0,0
1365,STU-2365,Manish Choudhary,manish.81@mail.com,BCA,2024-07-27 21:00:00,Waitlisted,63130,63130,Paid,PAID,0,0,0
1366,STU-2366,Sneha Patel,sneha.28@mail.com,B.Tech,2024-07-27 22:00:00,Rejected,160600,51424,Partially Paid,PENDING,109176,1,1
1367,STU-2367,Meena Iyer,meena.30@mail.com,MBA,2024-07-27 23:00:00,Rejected,197422,114630,Partially Paid,PENDING,82792,1,1
1368,STU-2368,Manish Nair,manish.44@mail.com,MCA,2024-07-28 00:00:00,Rejected,146972,113612,Partially Paid,PENDING,33360,1,0
1369,STU-2369,Anita Patel,anita.93@mail.com,B.Tech,2024-07-28 01:00:00,Waitlisted,146374,93000,Pending,PENDING,53374,1,1
1370,STU-2370,Sophia Taylor,sophia.18@mail.com,MBA,2024-07-28 02:00:00,Rejected,135158,59844,Partially Paid,PENDING,75314,1,1
1371,STU-2371,Karthik Patel,karthik.76@mail.com,B.Tech,2024-07-28 03:00:00,Admitted,189003,18727,Partially Paid,PENDING,170276,1,1
1372,STU-2372,Manish Nair,manish.36@mail.com,B.Tech,2024-07-28 04:00:00,Waitlisted,76885,62782,Pending,PENDING,14103,1,0
1373,STU-2373,Nisha Iyer,nisha.47@mail.com,B.Tech,2024-07-28 05:00:00,Admitted,79372,58500,Pending,PENDING,20872,1,0
1374,STU-2374,Pooja Iyer,pooja.39@mail.com,BCA,2024-07-28 06:00:00,Admitted,87338,50653,Partially Paid,PENDING,36685,1,1
1375,STU-2375,Karthik Iyer,karthik.42@mail.com,MBA,2024-07-28 07:00:00,Rejected,76053,76053,Paid,PAID,0,0,0
1376,STU-2376,Rajesh Choudhary,rajesh.93@mail.com,BBA,2024-07-28 08:00:00,Waitlisted,97125,97125,Paid,PAID,0,0,0
1377,STU-2377,Arjun Patel,arjun.17@mail.com,B.Tech,2024-07-28 09:00:00,Admitted,89162,89162,Paid,PAID,0,0,0
1378,STU-2378,Priya Iyer,priya.72@mail.com,BBA,2024-07-28 10:00:00,Waitlisted,145987,145987,Partially Paid,PAID,0,0,0
1379,STU-2379,Nisha Nair,nisha.49@mail.com,B.Tech,2024-07-28 11:00:00,Rejected,187369,106965,Pending,PENDING,80404,1,1
1380,STU-2380,Rohit Singh,rohit.46@mail.com,MCA,2024-07-28 12:00:00,Waitlisted,138512,64439,Partially Paid,PENDING,74073,1,1
1381,STU-2381,Pooja Reddy,pooja.92@mail.com,BBA,2024-07-28 13:00:00,Waitlisted,166870,106158,Partially Paid,PENDING,60712,1,1
1382,STU-2382,Sanjay Singh,sanjay.40@mail.com,B.Tech,2024-07-28 14:00:00,Admitted,168509,168509,Paid,PAID,0,0,0
1383,STU-2383,Nisha Choudhary,nisha.24@mail.com,MBA,2024-07-28 15:00:00,Admitted,129642,56918,Partially Paid,PENDING,72724,1,1
1384,STU-2384,Sanjay Iyer,sanjay.67@mail.com,MCA,2024-07-28 16:00:00,Waitlisted,115142,108191,Partially Paid,PENDING,6951,1,0
1385,STU-2385,Meena Singh,meena.31@mail.com,B.Tech,2024-07-28 17:00:00,Rejected,159625,80456,Partially Paid,PENDING,79169,1,1
1386,STU-2386,Kiran Nair,kiran.80@mail.com,MCA,2024-07-28 18:00:00,Waitlisted,195418,28572,Partially Paid,PENDING,166846,1,1
1387,STU-2387,Deepa Patel,deepa.58@mail.com,BCA,2024-07-28 19:00:00,Rejected,188922,167145,Partially Paid,PENDING,21777,1,0
1388,STU-2388,Sarah Thomas,sarah.92@mail.com,BBA,2024-07-28 20:00:00,Rejected,141678,141678,Paid,PAID,0,0,0
1389,STU-2389,Robert Williams,robert.61@mail.com,MBA,2024-07-28 21:00:00,Rejected,98999,56840,Partially Paid,PENDING,42159,1,1
1390,STU-2390,Rakesh Sharma,rakesh.50@mail.com,B.Tech,2024-07-28 22:00:00,Admitted,198105,110579,Partially Paid,PENDING,87526,1,1
1391,STU-2391,Sanjay Das,sanjay.83@mail.com,B.Tech,2024-07-28 23:00:00,Rejected,157478,17747,Pending,PENDING,139731,1,1
1392,STU-2392,Anita Gupta,anita.84@mail.com,B.Tech,2024-07-29 00:00:00,Rejected,160203,12915,Partially Paid,PENDING,147288,1,1
1393,STU-2393,Amit Iyer,amit.27@mail.com,BBA,2024-07-29 01:00:00,Waitlisted,118866,118866,Paid,PAID,0,0,0
1394,STU-2394,Manish Gupta,manish.27@mail.com,MBA,2024-07-29 02:00:00,Admitted,177180,177180,Paid,PAID,0,0,0
1395,STU-2395,Michael Moore,michael.52@mail.com,B.Tech,2024-07-29 03:00:00,Waitlisted,137018,111375,Pending,PENDING,25643,1,0
1396,STU-2396,Rahul Verma,rahul.46@mail.com,BBA,2024-07-29 04:00:00,Rejected,47808,47808,Paid,PAID,0,0,0
1397,STU-2397,Meena Singh,meena.37@mail.com,BCA,2024-07-29 05:00:00,Waitlisted,19708,19708,Paid,PAID,0,0,0
1398,STU-2398,Nisha Singh,nisha.16@mail.com,BCA,2024-07-29 06:00:00,Rejected,174303,174303,Paid,PAID,0,0,0
1399,STU-2399,Rakesh Gupta,rakesh.94@mail.com,BBA,2024-07-29 07:00:00,Rejected,154875,18083,Partially Paid,PENDING,136792,1,1
1400,STU-2400,Rajesh Sharma,rajesh.75@mail.com,B.Tech,2024-07-29 08:00:00,Admitted,111263,24864,Partially Paid,PENDING,86399,1,1
1401,STU-2401,Manish Das,manish.54@mail.com,B.Tech,2024-07-29 09:00:00,Rejected,162424,162424,Partially Paid,PAID,0,0,0
1402,STU-2402,Sanjay Singh,sanjay.76@mail.com,MCA,2024-07-29 10:00:00,Rejected,179502,179502,Paid,PAID,0,0,0
1403,STU-2403,Deepa Singh,deepa.51@mail.com,MBA,2024-07-29 11:00:00,Admitted,164411,164411,Paid,PAID,0,0,0
1404,STU-2404,Sophia Johnson,sophia.14@mail.com,BBA,2024-07-29 12:00:00,Rejected,166901,138773,Pending,PENDING,28128,1,0
1405,STU-2405,David Lee,david.64@mail.com,BCA,2024-07-29 13:00:00,Rejected,91059,91059,Paid,PAID,0,0,0
1406,STU-2406,Neha Sharma,neha.99@mail.com,BBA,2024-07-29 14:00:00,Waitlisted,69486,31189,Pending,PENDING,38297,1,1
1407,STU-2407,Rahul Reddy,rahul.71@mail.com,BCA,2024-07-29 15:00:00,Admitted,153178,35956,Partially Paid,PENDING,117222,1,1
1408,STU-2408,Amit Gupta,amit.46@mail.com,MBA,2024-07-29 16:00:00,Waitlisted,118344,90621,Pending,PENDING,27723,1,0
1409,STU-2409,Karthik Sharma,karthik.39@mail.com,B.Tech,2024-07-29 17:00:00,Rejected,85884,85884,Paid,PAID,0,0,0
1410,STU-2410,Meena Sharma,meena.67@mail.com,MCA,2024-07-29 18:00:00,Waitlisted,67787,67787,Paid,PAID,0,0,0
1411,STU-2411,Rakesh Nair,rakesh.43@mail.com,MBA,2024-07-29 19:00:00,Waitlisted,188064,16815,Pending,PENDING,171249,1,1
1412,STU-2412,Neha Sharma,neha.35@mail.com,MCA,2024-07-29 20:00:00,Admitted,172806,118682,Partially Paid,PENDING,54124,1,1
1413,STU-2413,Rajesh Gupta,rajesh.96@mail.com,MBA,2024-07-29 21:00:00,Rejected,140630,140210,Pending,PENDING,420,1,0
1414,STU-2414,Vivek Nair,vivek.15@mail.com,BCA,2024-07-29 22:00:00,Rejected,169036,169036,Paid,PAID,0,0,0
1415,STU-2415,Rohit Sharma,rohit.47@mail.com,BCA,2024-07-29 23:00:00,Rejected,98308,98308,Partially Paid,PAID,0,0,0
1416,STU-2416,Priya Verma,priya.22@mail.com,BCA,2024-07-30 00:00:00,Admitted,73679,43733,Partially Paid,PENDING,29946,1,1
1417,STU-2417,David Thomas,david.27@mail.com,MCA,2024-07-30 01:00:00,Admitted,108991,55219,Pending,PENDING,53772,1,1
1418,STU-2418,Divya Nair,divya.48@mail.com,BBA,2024-07-30 02:00:00,Waitlisted,114473,57729,Pending,PENDING,56744,1,1
1419,STU-2419,Rohit Nair,rohit.84@mail.com,B.Tech,2024-07-30 03:00:00,Admitted,80589,80589,Paid,PAID,0,0,0
1420,STU-2420,Daniel Lee,daniel.17@mail.com,B.Tech,2024-07-30 04:00:00,Admitted,173925,173925,Partially Paid,PAID,0,0,0
1421,STU-2421,Rahul Verma,rahul.49@mail.com,BCA,2024-07-30 05:00:00,Admitted,41462,41462,Paid,PAID,0,0,0
1422,STU-2422,Karthik Choudhary,karthik.70@mail.com,B.Tech,2024-07-30 06:00:00,Rejected,144515,43798,Pending,PENDING,100717,1,1
1423,STU-2423,John Jones,john.71@mail.com,MBA,2024-07-30 07:00:00,Waitlisted,192079,108985,Pending,PENDING,83094,1,1
1424,STU-2424,Nisha Sharma,nisha.17@mail.com,BBA,2024-07-30 08:00:00,Admitted,191706,97335,Partially Paid,PENDING,94371,1,1
1425,STU-2425,Meena Singh,meena.48@mail.com,MCA,2024-07-30 09:00:00,Waitlisted,14211,14211,Paid,PAID,0,0,0
1426,STU-2426,Sneha Choudhary,sneha.11@mail.com,BBA,2024-07-30 10:00:00,Rejected,75451,75451,Partially Paid,PAID,0,0,0
1427,STU-2427,Rohit Choudhary,rohit.48@mail.com,B.Tech,2024-07-30 11:00:00,Admitted,139013,139013,Paid,PAID,0,0,0
1428,STU-2428,Emily Williams,emily.13@mail.com,MCA,2024-07-30 12:00:00,Rejected,75023,75023,Paid,PAID,0,0,0
1429,STU-2429,Rakesh Reddy,rakesh.19@mail.com,BBA,2024-07-30 13:00:00,Admitted,141195,23836,Pending,PENDING,117359,1,1
1430,STU-2430,Rakesh Singh,rakesh.13@mail.com,BBA,2024-07-30 14:00:00,Waitlisted,168290,168290,Paid,PAID,0,0,0
1431,STU-2431,Priya Nair,priya.74@mail.com,BCA,2024-07-30 15:00:00,Waitlisted,169466,35077,Partially Paid,PENDING,134389,1,1
1432,STU-2432,Karthik Sharma,karthik.17@mail.com,MCA,2024-07-30 16:00:00,Admitted,142369,142369,Partially Paid,PAID,0,0,0
1433,STU-2433,Divya Sharma,divya.65@mail.com,MCA,2024-07-30 17:00:00,Rejected,112961,112961,Paid,PAID,0,0,0
1434,STU-2434,Amit Nair,amit.61@mail.com,BCA,2024-07-30 18:00:00,Waitlisted,59420,59420,Paid,PAID,0,0,0
1435,STU-2435,Kiran Singh,kiran.20@mail.com,BBA,2024-07-30 19:00:00,Rejected,171903,51322,Partially Paid,PENDING,120581,1,1
1436,STU-2436,Rajesh Nair,rajesh.87@mail.com,B.Tech,2024-07-30 20:00:00,Waitlisted,166535,117766,Partially Paid,PENDING,48769,1,0
1437,STU-2437,Olivia Johnson,olivia.68@mail.com,B.Tech,2024-07-30 21:00:00,Rejected,28145,28145,Paid,PAID,0,0,0
1438,STU-2438,Rajesh Das,rajesh.47@mail.com,MBA,2024-07-30 22:00:00,Waitlisted,176780,176780,Partially Paid,PAID,0,0,0
1439,STU-2439,Priya Gupta,priya.33@mail.com,BBA,2024-07-30 23:00:00,Rejected,170225,88148,Partially Paid,PENDING,82077,1,1
1440,STU-2440,David Johnson,david.66@mail.com,BBA,2024-07-31 00:00:00,Admitted,86284,86284,Paid,PAID,0,0,0
1441,STU-2441,Deepa Verma,deepa.34@mail.com,MCA,2024-07-31 01:00:00,Waitlisted,14405,14405,Paid,PAID,0,0,0
1442,STU-2442,Rahul Patel,rahul.32@mail.com,BBA,2024-07-31 02:00:00,Waitlisted,120256,35195,Pending,PENDING,85061,1,1
1443,STU-2443,Sneha Das,sneha.24@mail.com,MBA,2024-07-31 03:00:00,Rejected,158064,158064,Paid,PAID,0,0,0
1444,STU-2444,Priya Nair,priya.72@mail.com,B.Tech,2024-07-31 04:00:00,Waitlisted,117642,101360,Partially Paid,PENDING,16282,1,0
1445,STU-2445,Manish Nair,manish.88@mail.com,BCA,2024-07-31 05:00:00,Waitlisted,35878,35878,Paid,PAID,0,0,0
1446,STU-2446,Kiran Nair,kiran.80@mail.com,MBA,2024-07-31 06:00:00,Waitlisted,191919,78010,Pending,PENDING,113909,1,1
1447,STU-2447,Divya Patel,divya.91@mail.com,B.Tech,2024-07-31 07:00:00,Admitted,154744,154744,Paid,PAID,0,0,0
1448,STU-2448,Karthik Das,karthik.71@mail.com,MCA,2024-07-31 08:00:00,Admitted,187118,12959,Partially Paid,PENDING,174159,1,1
1449,STU-2449,Manish Singh,manish.52@mail.com,MBA,2024-07-31 09:00:00,Waitlisted,104770,104770,Pending,PAID,0,0,0
1450,STU-2450,Vivek Verma,vivek.49@mail.com,BCA,2024-07-31 10:00:00,Waitlisted,190690,179566,Pending,PENDING,11124,1,0
1451,STU-2451,Sanjay Sharma,sanjay.26@mail.com,MCA,2024-07-31 11:00:00,Admitted,146630,146630,Partially Paid,PAID,0,0,0
1452,STU-2452,Sneha Singh,sneha.85@mail.com,MCA,2024-07-31 12:00:00,Admitted,103450,68193,Partially Paid,PENDING,35257,1,1
1453,STU-2453,Karthik Gupta,karthik.28@mail.com,B.Tech,2024-07-31 13:00:00,Rejected,174707,174707,Partially Paid,PAID,0,0,0
1454,STU-2454,Meena Reddy,meena.49@mail.com,BCA,2024-07-31 14:00:00,Waitlisted,116206,22161,Pending,PENDING,94045,1,1
1455,STU-2455,Kiran Reddy,kiran.33@mail.com,B.Tech,2024-07-31 15:00:00,Admitted,168455,168455,Pending,PAID,0,0,0
1456,STU-2456,Nisha Patel,nisha.73@mail.com,B.Tech,2024-07-31 16:00:00,Admitted,151007,151007,Pending,PAID,0,0,0
1457,STU-2457,Kiran Iyer,kiran.17@mail.com,B.Tech,2024-07-31 17:00:00,Rejected,178474,178474,Pending,PAID,0,0,0
1458,STU-2458,Rajesh Iyer,rajesh.60@mail.com,MCA,2024-07-31 18:00:00,Waitlisted,40056,40056,Paid,PAID,0,0,0
1459,STU-2459,Priya Verma,priya.70@mail.com,MCA,2024-07-31 19:00:00,Waitlisted,120741,120741,Paid,PAID,0,0,0
1460,STU-2460,Sanjay Iyer,sanjay.36@mail.com,B.Tech,2024-07-31 20:00:00,Rejected,127168,83633,Partially Paid,PENDING,43535,1,1
1461,STU-2461,Nisha Sharma,nisha.33@mail.com,MCA,2024-07-31 21:00:00,Admitted,69777,69777,Partially Paid,PAID,0,0,0
1462,STU-2462,Karthik Singh,karthik.15@mail.com,MCA,2024-07-31 22:00:00,Rejected,168984,121086,Partially Paid,PENDING,47898,1,0
1463,STU-2463,Sanjay Patel,sanjay.28@mail.com,BBA,2024-07-31 23:00:00,Rejected,103905,22225,Partially Paid,PENDING,81680,1,1
1464,STU-2464,Deepa Patel,deepa.37@mail.com,B.Tech,2024-08-01 00:00:00,Waitlisted,113438,113438,Partially Paid,PAID,0,0,0
1465,STU-2465,Divya Nair,divya.44@mail.com,MBA,2024-08-01 01:00:00,Rejected,138061,126900,Pending,PENDING,11161,1,0
1466,STU-2466,Neha Gupta,neha.71@mail.com,MCA,2024-08-01 02:00:00,Waitlisted,103321,50989,Partially Paid,PENDING,52332,1,1
1467,STU-2467,Manish Patel,manish.48@mail.com,MCA,2024-08-01 03:00:00,Admitted,159657,112495,Pending,PENDING,47162,1,0
1468,STU-2468,Sanjay Sharma,sanjay.16@mail.com,BCA,2024-08-01 04:00:00,Rejected,109768,19257,Pending,PENDING,90511,1,1
1469,STU-2469,Rohit Singh,rohit.93@mail.com,MCA,2024-08-01 05:00:00,Waitlisted,98505,98505,Paid,PAID,0,0,0
1470,STU-2470,Manish Patel,manish.39@mail.com,BCA,2024-08-01 06:00:00,Rejected,121290,89156,Partially Paid,PENDING,32134,1,0
1471,STU-2471,Meena Patel,meena.13@mail.com,MBA,2024-08-01 07:00:00,Waitlisted,155422,152774,Partially Paid,PENDING,2648,1,0
1472,STU-2472,Divya Gupta,divya.55@mail.com,BBA,2024-08-01 08:00:00,Waitlisted,77951,77951,Paid,PAID,0,0,0
1473,STU-2473,Kiran Gupta,kiran.91@mail.com,B.Tech,2024-08-01 09:00:00,Rejected,174629,133337,Partially Paid,PENDING,41292,1,0
1474,STU-2474,Neha Nair,neha.68@mail.com,BCA,2024-08-01 10:00:00,Waitlisted,161433,161433,Pending,PAID,0,0,0
1475,STU-2475,Karthik Das,karthik.60@mail.com,BBA,2024-08-01 11:00:00,Waitlisted,171589,171589,Pending,PAID,0,0,0
1476,STU-2476,Amit Verma,amit.83@mail.com,BCA,2024-08-01 12:00:00,Admitted,131770,131770,Paid,PAID,0,0,0
1477,STU-2477,Karthik Nair,karthik.93@mail.com,BCA,2024-08-01 13:00:00,Rejected,187910,167313,Pending,PENDING,20597,1,0
1478,STU-2478,Meena Gupta,meena.40@mail.com,BCA,2024-08-01 14:00:00,Admitted,39729,39729,Paid,PAID,0,0,0
1479,STU-2479,Neha Reddy,neha.60@mail.com,MBA,2024-08-01 15:00:00,Waitlisted,149585,149585,Partially Paid,PAID,0,0,0
1480,STU-2480,Pooja Verma,pooja.71@mail.com,MCA,2024-08-01 16:00:00,Admitted,168895,168895,Pending,PAID,0,0,0
1481,STU-2481,Sanjay Gupta,sanjay.23@mail.com,MCA,2024-08-01 17:00:00,Admitted,107725,107725,Pending,PAID,0,0,0
1482,STU-2482,Deepa Singh,deepa.20@mail.com,BBA,2024-08-01 18:00:00,Waitlisted,139466,12817,Partially Paid,PENDING,126649,1,1
1483,STU-2483,Rakesh Das,rakesh.91@mail.com,MBA,2024-08-01 19:00:00,Rejected,162145,162145,Pending,PAID,0,0,0
1484,STU-2484,Pooja Singh,pooja.30@mail.com,BCA,2024-08-01 20:00:00,Rejected,186893,74407,Pending,PENDING,112486,1,1
1485,STU-2485,Arjun Singh,arjun.68@mail.com,MCA,2024-08-01 21:00:00,Waitlisted,54443,54443,Paid,PAID,0,0,0
1486,STU-2486,Pooja Das,pooja.14@mail.com,BCA,2024-08-01 22:00:00,Admitted,136146,136146,Pending,PAID,0,0,0
1487,STU-2487,Rajesh Sharma,rajesh.93@mail.com,BBA,2024-08-01 23:00:00,Waitlisted,118135,118135,Pending,PAID,0,0,0
1488,STU-2488,Vivek Reddy,vivek.39@mail.com,MBA,2024-08-02 00:00:00,Rejected,84340,84340,Paid,PAID,0,0,0
1489,STU-2489,Vivek Iyer,vivek.28@mail.com,BBA,2024-08-02 01:00:00,Waitlisted,67432,67432,Paid,PAID,0,0,0
1490,STU-2490,Rohit Sharma,rohit.23@mail.com,BBA,2024-08-02 02:00:00,Waitlisted,157040,76603,Pending,PENDING,80437,1,1
1491,STU-2491,Rajesh Choudhary,rajesh.25@mail.com,B.Tech,2024-08-02 03:00:00,Rejected,143594,73530,Partially Paid,PENDING,70064,1,1
1492,STU-2492,Olivia Thomas,olivia.21@mail.com,MBA,2024-08-02 04:00:00,Rejected,29428,29428,Paid,PAID,0,0,0
1493,STU-2493,Olivia Moore,olivia.46@mail.com,MBA,2024-08-02 05:00:00,Admitted,101394,101394,Paid,PAID,0,0,0
1494,STU-2494,Sneha Verma,sneha.54@mail.com,B.Tech,2024-08-02 06:00:00,Rejected,63947,48556,Pending,PENDING,15391,1,0
1495,STU-2495,Vivek Gupta,vivek.36@mail.com,B.Tech,2024-08-02 07:00:00,Waitlisted,195993,150045,Pending,PENDING,45948,1,0
1496,STU-2496,Divya Gupta,divya.17@mail.com,B.Tech,2024-08-02 08:00:00,Admitted,125509,125509,Partially Paid,PAID,0,0,0
1497,STU-2497,Manish Iyer,manish.42@mail.com,BBA,2024-08-02 09:00:00,Rejected,133932,133932,Paid,PAID,0,0,0
1498,STU-2498,Meena Singh,meena.23@mail.com,MCA,2024-08-02 10:00:00,Rejected,169830,143675,Partially Paid,PENDING,26155,1,0
1499,STU-2499,Rohit Gupta,rohit.88@mail.com,MCA,2024-08-02 11:00:00,Waitlisted,140264,70141,Pending,PENDING,70123,1,1
1500,STU-2500,Divya Nair,divya.58@mail.com,BBA,2024-08-02 12:00:00,Admitted,174356,174356,Pending,PAID,0,0,0
1501,STU-2501,Rajesh Nair,rajesh.88@mail.com,MBA,2024-08-02 13:00:00,Admitted,153029,153029,Paid,PAID,0,0,0
1502,STU-2502,Karthik Choudhary,karthik.73@mail.com,MBA,2024-08-02 14:00:00,Admitted,123761,99302,Partially Paid,PENDING,24459,1,0
1503,STU-2503,Nisha Choudhary,nisha.87@mail.com,B.Tech,2024-08-02 15:00:00,Rejected,74795,32244,Partially Paid,PENDING,42551,1,1
1504,STU-2504,Sanjay Patel,sanjay.12@mail.com,MBA,2024-08-02 16:00:00,Admitted,189431,76178,Partially Paid,PENDING,113253,1,1
1505,STU-2505,Vivek Choudhary,vivek.77@mail.com,BCA,2024-08-02 17:00:00,Waitlisted,110067,15789,Partially Paid,PENDING,94278,1,1
1506,STU-2506,Sneha Das,sneha.60@mail.com,BBA,2024-08-02 18:00:00,Waitlisted,175271,175271,Paid,PAID,0,0,0
1507,STU-2507,Sanjay Reddy,sanjay.83@mail.com,MCA,2024-08-02 19:00:00,Admitted,165369,113272,Partially Paid,PENDING,52097,1,1
1508,STU-2508,Arjun Reddy,arjun.59@mail.com,BCA,2024-08-02 20:00:00,Waitlisted,69230,42680,Partially Paid,PENDING,26550,1,1
1509,STU-2509,Sanjay Reddy,sanjay.83@mail.com,BCA,2024-08-02 21:00:00,Rejected,175316,159571,Pending,PENDING,15745,1,0
1510,STU-2510,Michael Jones,michael.30@mail.com,B.Tech,2024-08-02 22:00:00,Waitlisted,156509,156509,Partially Paid,PAID,0,0,0
1511,STU-2511,Kiran Das,kiran.90@mail.com,MBA,2024-08-02 23:00:00,Admitted,153665,92807,Partially Paid,PENDING,60858,1,1
1512,STU-2512,Sneha Nair,sneha.46@mail.com,MBA,2024-08-03 00:00:00,Rejected,179575,92878,Partially Paid,PENDING,86697,1,1
1513,STU-2513,Amit Iyer,amit.32@mail.com,BCA,2024-08-03 01:00:00,Waitlisted,26026,26026,Paid,PAID,0,0,0
1514,STU-2514,Vivek Reddy,vivek.64@mail.com,BBA,2024-08-03 02:00:00,Admitted,117372,61631,Pending,PENDING,55741,1,1
1515,STU-2515,Rahul Gupta,rahul.82@mail.com,MBA,2024-08-03 03:00:00,Admitted,91809,91809,Paid,PAID,0,0,0
1516,STU-2516,Sanjay Gupta,sanjay.99@mail.com,BCA,2024-08-03 04:00:00,Waitlisted,179795,170876,Partially Paid,PENDING,8919,1,0
1517,STU-2517,Rajesh Patel,rajesh.37@mail.com,BCA,2024-08-03 05:00:00,Admitted,65802,65802,Paid,PAID,0,0,0
1518,STU-2518,Pooja Gupta,pooja.47@mail.com,MCA,2024-08-03 06:00:00,Rejected,67045,67045,Paid,PAID,0,0,0
1519,STU-2519,Kiran Choudhary,kiran.51@mail.com,B.Tech,2024-08-03 07:00:00,Rejected,167525,167525,Paid,PAID,0,0,0
1520,STU-2520,Sophia Brown,sophia.23@mail.com,MBA,2024-08-03 08:00:00,Rejected,129475,16839,Partially Paid,PENDING,112636,1,1
1521,STU-2521,Pooja Choudhary,pooja.12@mail.com,MCA,2024-08-03 09:00:00,Waitlisted,155101,155101,Paid,PAID,0,0,0
1522,STU-2522,Manish Iyer,manish.48@mail.com,MCA,2024-08-03 10:00:00,Waitlisted,145655,106308,Pending,PENDING,39347,1,0
1523,STU-2523,Arjun Reddy,arjun.91@mail.com,BBA,2024-08-03 11:00:00,Waitlisted,154096,154096,Paid,PAID,0,0,0
1524,STU-2524,Manish Iyer,manish.26@mail.com,B.Tech,2024-08-03 12:00:00,Waitlisted,151719,68032,Partially Paid,PENDING,83687,1,1
1525,STU-2525,Karthik Das,karthik.87@mail.com,BCA,2024-08-03 13:00:00,Rejected,45879,45879,Paid,PAID,0,0,0
1526,STU-2526,Sneha Sharma,sneha.95@mail.com,B.Tech,2024-08-03 14:00:00,Waitlisted,179557,179557,Pending,PAID,0,0,0
1527,STU-2527,Rahul Das,rahul.77@mail.com,MBA,2024-08-03 15:00:00,Rejected,142896,142896,Paid,PAID,0,0,0
1528,STU-2528,Kiran Iyer,kiran.95@mail.com,MBA,2024-08-03 16:00:00,Waitlisted,77499,16720,Pending,PENDING,60779,1,1
1529,STU-2529,Nisha Nair,nisha.53@mail.com,MCA,2024-08-03 17:00:00,Waitlisted,94110,55185,Partially Paid,PENDING,38925,1,1
1530,STU-2530,Michael Smith,michael.79@mail.com,BCA,2024-08-03 18:00:00,Waitlisted,121249,16400,Partially Paid,PENDING,104849,1,1
1531,STU-2531,Rohit Singh,rohit.77@mail.com,MCA,2024-08-03 19:00:00,Rejected,162909,162909,Paid,PAID,0,0,0
1532,STU-2532,Rahul Reddy,rahul.58@mail.com,B.Tech,2024-08-03 20:00:00,Waitlisted,19491,19491,Paid,PAID,0,0,0
1533,STU-2533,Rajesh Singh,rajesh.78@mail.com,MBA,2024-08-03 21:00:00,Waitlisted,134223,134223,Paid,PAID,0,0,0
1534,STU-2534,Anita Reddy,anita.64@mail.com,MCA,2024-08-03 22:00:00,Rejected,196509,127465,Pending,PENDING,69044,1,1
